origin_lat,origin_lon,dest_lat,dest_lon,hour,day_of_week,vehicle_type,trip_distance,trip_duration,fare,demand_surge
12.98191324386299,77.60459706269975,12.972635751709515,77.58334736019448,14,6,van,2.57,5.3,136.3,1.0
12.974109660704288,77.62293101301593,12.95945913992186,77.59659224999479,16,3,economy,3.35,6.54,96.58,1.0
12.935719270039394,77.63617731580078,12.964758894866735,77.63165369214038,13,2,van,3.26,6.43,145.46,1.0
12.969338415561046,77.56839649994826,12.987208851987317,77.57486862298572,15,2,van,2.11,4.05,129.2,1.0
12.976779499889567,77.62010521299621,13.000592725627405,77.6294506509203,23,6,economy,2.84,5.44,89.28,1.0
12.996159713972252,77.54932702173788,13.001380285530686,77.54924985324591,22,6,economy,0.58,1.16,58.12,1.0
12.963386171472122,77.55261172547503,12.947965715392113,77.57809638693742,7,5,economy,3.31,7.14,97.38,1.0
12.933252133118254,77.62930869970457,12.948404672585019,77.65631667143037,10,2,van,3.44,10.98,234.54,1.5
13.006442404239346,77.60061194805402,12.991241904993347,77.61903037480623,17,3,van,2.65,9.29,217.62,1.5
12.961206462755746,77.61873505234429,12.971423479067491,77.64210390059857,9,0,van,2.83,9.76,221.73,1.5
12.972248378217586,77.54570895233641,13.00045265895122,77.56267499958348,12,2,van,3.65,7.19,150.88,1.0
12.948719276215499,77.59970207937562,12.961706693466297,77.61068495296463,14,4,premium,1.89,3.9,106.7,1.0
13.01270078272204,77.55538056617557,13.012243786775134,77.54644207128459,12,2,economy,0.99,1.96,63.82,1.0
12.952265072457136,77.5733531696343,12.934038535591991,77.54748379314354,9,5,premium,3.51,11.58,207.39,1.5
12.925108514358154,77.59380735990159,12.942895105727443,77.56508873632616,20,5,premium,3.75,11.76,211.53,1.5
13.00145617137103,77.63180172022682,13.009993370057389,77.62222162049922,9,4,premium,1.42,3.52,151.86,1.5
12.987758794303545,77.63295739499942,12.962610178727287,77.6054876214929,2,5,van,4.13,8.24,157.78,1.0
13.010298185092395,77.55741994277189,13.008513153852482,77.54044568052797,17,3,economy,1.89,4.96,118.23,1.5
12.966861719038201,77.60080473959798,12.94302509128231,77.57525675595126,6,4,van,3.88,7.66,154.12,1.0
12.987203843668032,77.58478241265553,12.993175008104098,77.60149792214582,8,2,van,1.97,6.07,197.76,1.5
12.931653746679476,77.55479575054932,12.935690595817738,77.5739018085649,19,2,economy,2.17,7.37,129.66,1.5
12.959102086298655,77.60652332407784,12.98793745410519,77.62386063820038,23,4,premium,3.73,8.06,133.42,1.0
12.982279003767486,77.60815540952991,12.957386631382366,77.62932765064599,3,5,premium,3.63,7.39,131.08,1.0
12.957110903572818,77.62682834389979,12.94176426896164,77.60838902847527,8,0,van,2.66,6.87,210.51,1.5
12.996134234464058,77.54541890096601,12.997784056107236,77.53967565334446,11,1,economy,0.66,1.36,59.32,1.0
12.994707264616226,77.61260752177095,13.023190349910053,77.62664929227337,3,4,van,3.52,6.44,148.08,1.0
12.952063200722414,77.61994414938006,12.946357483506956,77.63693666427513,11,6,van,1.99,4.09,128.08,1.0
12.938365062795722,77.61254926741942,12.959322410933664,77.59758706759017,3,1,economy,2.86,5.58,89.76,1.0
12.92489335844023,77.5954603941786,12.93448691623235,77.56921776467921,11,2,economy,3.1,5.89,92.78,1.0
12.936494519555355,77.58500519558284,12.922113991216538,77.59114738290133,8,4,economy,1.74,4.58,114.84,1.5
13.012216072601323,77.56312030298083,13.039525593634076,77.57672303575805,7,6,premium,3.39,7.37,128.64,1.0
12.968329653310041,77.54877362517657,12.96069931300704,77.57453196147031,8,1,premium,2.98,9.87,194.31,1.5
12.954941957689664,77.63062543667523,12.975520299179987,77.64767630667286,18,0,van,2.97,8.36,219.63,1.5
12.97077450097001,77.55767103277607,12.987888020707043,77.5291663984855,0,5,premium,3.69,7.84,132.58,1.0
13.00950311314419,77.60769176895832,13.028458482143229,77.6008140600241,10,5,economy,2.24,7.6,131.4,1.5
12.935615328326044,77.61017828942472,12.948667512584134,77.61104637126363,0,5,van,1.45,2.9,120.3,1.0
12.963034615605748,77.55219440801609,12.974256941062515,77.57438376649208,17,6,economy,2.76,7.7,139.5,1.5
12.999454190764341,77.60251156881067,13.028771305655566,77.60521903047595,21,6,premium,3.27,7.01,126.72,1.0
12.981868014242105,77.59444728855523,12.979523718530338,77.60615805806411,23,2,premium,1.33,2.56,98.42,1.0
12.920315614325819,77.55635705601716,12.911944466818717,77.57120871650383,3,5,van,1.89,3.69,126.28,1.0
12.960286659452489,77.61167102620945,12.948175115513504,77.5855557183072,13,3,van,3.2,5.93,143.86,1.0
12.935659605458481,77.5447200860415,12.936930644190458,77.52295850210568,5,1,van,2.42,4.67,133.54,1.0
12.983223479876676,77.61734527122101,12.990148105661191,77.60198976948666,23,2,van,1.87,3.95,126.6,1.0
12.952676045308426,77.59549254583226,12.938562889148917,77.60883269761959,2,5,van,2.16,4.44,130.48,1.0
12.989069506411633,77.61690463200341,13.002997484606443,77.62593644634259,9,5,economy,1.84,5.09,117.87,1.5
12.984172248500645,77.56143984214175,12.960047273059534,77.56704066683476,5,3,premium,2.75,5.24,117.98,1.0
12.964126704904828,77.56935438184857,12.945613142121,77.54077399242315,2,2,premium,3.78,7.61,133.02,1.0
12.93734379074581,77.6186020074127,12.911526117122012,77.63594596656213,19,0,premium,3.45,11.94,207.57,1.5
12.972326085726317,77.61126152021039,12.967777255426563,77.62746843249201,17,0,premium,1.87,5.14,163.47,1.5
12.967711287259919,77.55368179381453,12.953116131778033,77.55885729722766,22,6,economy,1.72,3.28,73.76,1.0
12.99148586486466,77.59338585609878,13.016904438234665,77.57005811174604,3,3,economy,3.83,8.3,104.9,1.0
12.921283567617522,77.61565264465418,12.89211433513194,77.63985708795163,20,3,premium,4.21,13.39,223.32,1.5
12.971197639153482,77.62883192619705,12.994828385868857,77.63834557676033,14,4,premium,2.83,5.23,118.76,1.0
12.948531163087411,77.55577206851012,12.91981039125432,77.56268298007235,0,2,economy,3.28,7.04,96.88,1.0
12.990323179094206,77.58739277884631,12.97399089002809,77.58110646436573,14,1,van,1.94,4.11,127.62,1.0
12.951640575342708,77.62621275243438,12.92458683461656,77.65619861205539,18,0,premium,4.48,14.66,231.18,1.5
12.937730798752046,77.54523708479928,12.917716493083187,77.54216629274936,20,5,van,2.25,6.77,204.06,1.5
12.998653060352568,77.5471978823956,13.028332549890838,77.54745924222036,1,1,van,3.29,6.99,146.88,1.0
12.935386859295233,77.57828613874845,12.958735788391293,77.59320550335276,13,5,van,3.08,6.48,143.76,1.0
12.956272954935313,77.63071577908588,12.926572790113777,77.64433200282427,5,0,van,3.63,7.72,151.74,1.0
12.990678833382848,77.58410725359857,13.004570716766082,77.60109636245313,0,1,economy,2.44,4.66,83.72,1.0
12.98961024688769,77.59734989803178,13.019528532803347,77.61724055420231,20,1,premium,3.99,13.29,219.72,1.5
12.945205771452228,77.54518604919824,12.929209359425997,77.55219277900812,20,4,premium,1.94,6.18,167.64,1.5
12.973006937345158,77.56653447636367,13.000551289781603,77.57825982998898,21,5,premium,3.32,6.67,126.54,1.0
12.982201738132385,77.55341958388655,12.957982165428403,77.5273927139787,6,4,van,3.95,8.31,156.12,1.0
12.957968677953389,77.63235719101449,12.950516245232464,77.64337081365684,5,6,economy,1.48,3.15,71.1,1.0
13.014757190578813,77.62014284636192,12.984775921628346,77.62803812946468,14,3,economy,3.44,6.87,98.14,1.0
12.941531754640376,77.5989609174237,12.938437887331261,77.62084135436835,15,4,van,2.45,5.17,134.84,1.0
12.979957466320569,77.57393535031437,12.971370072516564,77.55758668804049,15,0,van,2.05,3.84,128.18,1.0
12.951928368588646,77.62932861820492,12.969641933035895,77.65513272058345,19,6,van,3.47,9.0,229.05,1.5
12.981508580048281,77.60980952253335,12.980019817977842,77.60092761108538,22,1,economy,1.0,1.86,63.72,1.0
12.991858553931493,77.54195395722795,12.995092607452008,77.52693899638486,8,0,van,1.7,4.47,188.91,1.5
12.996672143312614,77.60562041533441,12.990793805652602,77.57976475352719,9,1,premium,2.94,7.57,186.81,1.5
12.920918228318458,77.57161165933762,12.898541777703194,77.55574040680192,1,4,van,3.05,5.72,141.94,1.0
12.933943520908016,77.60901683367064,12.92345014453795,77.62582695116814,16,0,economy,2.2,4.72,81.44,1.0
12.984976979361637,77.63401989857226,12.969633310179791,77.62890659943568,16,5,van,1.8,3.54,125.08,1.0
13.01523303756776,77.56183438213125,13.02775127235788,77.58476784016136,16,6,economy,2.9,6.15,91.3,1.0
12.968396380797234,77.63240630007877,12.95859485704081,77.63412701008235,12,0,van,1.1,2.06,115.12,1.0
12.982518578294762,77.59701964844731,12.989299453637464,77.61018691786501,0,1,premium,1.64,3.29,102.98,1.0
12.920685514669993,77.6181376841757,12.92946922367645,77.64512022660033,22,4,economy,3.15,6.49,94.48,1.0
12.96235579937054,77.54948270429986,12.951849480196952,77.57636730056736,11,0,van,3.2,6.38,144.76,1.0
12.92241916676732,77.56220217173116,12.901280347020565,77.55982703526561,1,3,van,2.36,5.16,133.92,1.0
13.015087008986379,77.62224778465588,13.008716453167546,77.64522329457893,20,5,premium,2.65,9.17,187.26,1.5
12.935049303952255,77.54594765965751,12.953164668858381,77.54215927651295,10,2,van,2.05,6.91,201.48,1.5
12.954054258385083,77.58336342891378,12.941952437257207,77.59148187984587,11,3,premium,1.62,3.06,102.32,1.0
12.931455937535624,77.62417250102432,12.945049619102578,77.63202112843322,3,4,economy,1.74,3.33,74.06,1.0
12.952663988654951,77.57506442432762,12.944268160461823,77.57765955144751,13,5,premium,0.98,2.11,94.02,1.0
12.998817971788068,77.62071656412488,12.997214655718095,77.593105541595,8,2,van,3.07,10.33,227.04,1.5
12.920595080245509,77.55335574088268,12.940662258118577,77.57311163523693,18,4,van,3.13,11.0,229.95,1.5
12.98878560027254,77.54223831512085,13.009708622001614,77.54309689778286,23,2,premium,2.32,4.81,112.82,1.0
12.984645450188879,77.54716240719623,12.981252562606706,77.5675725984534,0,6,van,2.3,4.44,131.88,1.0
12.999921502131656,77.57435205013068,12.993518151707741,77.54528865541715,23,4,premium,3.3,6.65,126.3,1.0
13.001920411416773,77.5443314001052,13.017863742076514,77.57092462224321,8,4,premium,3.44,12.03,207.69,1.5
12.983396162854143,77.62496931686582,12.963672346225996,77.61548448555737,3,4,economy,2.43,4.65,83.6,1.0
12.933569205823295,77.58661911855455,12.951725607501796,77.5803045368631,11,6,van,2.13,4.11,129.52,1.0
12.975380217207853,77.55236355841905,13.004472435900562,77.5705242643651,10,2,premium,3.81,12.33,214.14,1.5
12.944782322995021,77.63998144558221,12.972717029585203,77.6657302651397,10,2,economy,4.22,14.54,181.92,1.5
12.935138307743482,77.63665915771497,12.928172070490124,77.65873052047196,10,2,economy,2.57,9.13,140.94,1.5
12.94378157943978,77.61865226560919,12.948423449435948,77.64768563196135,21,6,van,3.26,6.8,146.2,1.0
12.984618808287026,77.61146863647876,12.968894447029976,77.62900794855601,9,1,premium,2.61,6.48,178.59,1.5
12.943720371127899,77.62783160557841,12.916294072024169,77.61145032206734,13,0,van,3.55,7.51,150.52,1.0
12.949885592114521,77.62270985125095,12.93521218267134,77.62044948551656,3,5,van,1.65,3.47,123.44,1.0
12.98668288704124,77.5951529980635,12.967785123853151,77.60707069780025,10,5,economy,2.48,7.56,134.88,1.5
12.927055208781455,77.57340654683037,12.940693055679588,77.58188916431718,19,1,van,1.78,4.95,191.55,1.5
12.992761019066855,77.56353172135435,12.976984035833453,77.5548951033597,8,3,van,2.0,7.05,201.15,1.5
12.992424512266084,77.62152912801156,13.010949847278619,77.59541965786511,6,1,premium,3.55,7.75,131.0,1.0
12.980839645219902,77.62671969379618,12.960770338855923,77.63981915137575,15,2,premium,2.66,5.6,117.8,1.0
12.970101749993926,77.60501407807382,12.951335463198689,77.63266396781624,11,2,van,3.71,7.08,151.26,1.0
12.941779754903713,77.542899786107,12.953689685272964,77.53600023414599,23,1,van,1.53,3.09,121.48,1.0
12.967108650821228,77.5951119388376,12.955771167143524,77.57122625536452,17,6,premium,2.93,9.63,192.84,1.5
12.946148426168957,77.58856509386845,12.97117207931291,77.57754345889316,8,4,premium,3.04,10.42,196.86,1.5
12.94034263937722,77.54433743618215,12.955584423367489,77.55755798529424,17,0,economy,2.24,6.1,126.9,1.5
12.930449135124633,77.56705101709973,12.936502638841164,77.56882179426594,10,3,van,0.7,2.45,167.85,1.5
12.980585058850869,77.60892745013366,12.970366606465113,77.594289748018,20,1,economy,1.98,5.93,122.49,1.5
13.017110427114035,77.62620881729156,13.015207689894394,77.61922117311249,12,5,premium,0.8,1.55,91.1,1.0
12.98018320118898,77.60379224811477,12.987854370967188,77.63171578995077,11,6,van,3.21,6.82,145.74,1.0
12.953884693485724,77.58771099700758,12.955360502957715,77.61003833470215,21,6,van,2.48,4.92,134.64,1.0
12.999808280899758,77.62840334736218,12.973168124426492,77.61737169183829,15,4,premium,3.2,5.97,123.94,1.0
13.007837244644978,77.59931224613335,12.99642748003923,77.56934776409092,23,4,premium,3.56,6.94,129.48,1.0
12.965189761775028,77.5695815765152,12.984361924784807,77.56069559301521,10,4,van,2.35,7.88,208.89,1.5
12.999540814378648,77.5887613838857,12.980836656860921,77.59790354658804,5,5,premium,2.31,4.18,111.46,1.0
12.968140418434485,77.62368411600477,12.99076422190195,77.62004516654453,5,6,economy,2.54,5.21,85.82,1.0
13.007075101415433,77.63190771616058,12.978677295977059,77.62258503078046,9,4,premium,3.32,10.22,200.46,1.5
12.95017315471811,77.59939965938383,12.952458485171054,77.60909968295336,9,3,van,1.11,3.0,175.65,1.5
12.94505706257638,77.62805301072737,12.938365829788244,77.65387707392539,12,6,economy,2.96,5.5,90.6,1.0
12.9412440169695,77.60595812292223,12.938413450345546,77.58096706934522,8,3,van,2.79,6.76,212.13,1.5
12.96289428967521,77.61873420464323,12.984834621455088,77.58951400708877,13,2,premium,4.06,7.6,135.8,1.0
12.920796502011793,77.62119638472018,12.900380941978216,77.6174278972854,5,3,premium,2.3,4.89,112.78,1.0
12.99375524187959,77.5863688044999,13.009254357333548,77.61383043612051,4,2,premium,3.5,7.62,130.24,1.0
12.92106174307355,77.5492344231449,12.926218000959082,77.5527878754327,20,6,premium,0.7,1.73,135.69,1.5
12.937077595310287,77.63365697515245,12.92871997707118,77.63267715522353,3,2,economy,0.93,1.99,63.28,1.0
12.929897730481063,77.54518139967814,12.957503112686545,77.51868298080105,15,6,premium,4.25,9.25,141.0,1.0
12.940315556675756,77.59208133580931,12.96943190900036,77.60007509412152,18,1,van,3.35,10.26,231.03,1.5
12.921464005336286,77.63686710947299,12.904402139860549,77.63601043930606,20,0,economy,1.9,6.31,122.43,1.5
12.969037144784904,77.56130631593314,12.970794226409168,77.58537540817194,14,3,premium,2.68,5.09,116.98,1.0
13.008660043148767,77.61374325484543,13.019199125279941,77.60627155257718,11,5,economy,1.43,2.87,70.04,1.0
12.999095819039955,77.54132825030965,13.019120771922752,77.51858600917883,13,2,economy,3.36,6.25,96.1,1.0
12.972637885379076,77.5941855305781,12.959337538380256,77.60496069400908,15,0,economy,1.9,4.0,77.0,1.0
12.953356034238062,77.58677021307588,12.929539398826506,77.57022951407677,18,1,premium,3.22,10.78,200.64,1.5
13.000856094259937,77.57164493981253,13.01219324655135,77.59037976018834,15,1,van,2.43,5.05,134.4,1.0
13.017378712544572,77.57114082601177,12.993779629067864,77.5847814380381,1,5,economy,3.03,5.55,91.4,1.0
12.956762866010687,77.56221793661967,12.974528425396931,77.58271314933475,8,6,van,3.01,10.61,226.98,1.5
12.999404953070849,77.60774521318595,12.979545196886068,77.62622935974676,11,1,van,3.01,6.33,142.76,1.0
12.970724833980078,77.63375104079843,12.943377684152605,77.63558542308103,17,2,economy,3.04,8.16,145.08,1.5
13.017874791674325,77.55679319785574,13.02103381498382,77.5494601025457,9,2,premium,0.89,2.55,141.0,1.5
12.959209250546655,77.5958745318635,12.971781590559251,77.6231553958349,8,3,premium,3.33,11.79,205.32,1.5
12.953675237937459,77.55828916400831,12.941357535466079,77.58267165278971,3,5,van,3.03,5.77,141.84,1.0
12.950922293669153,77.58010637206935,12.961785401642867,77.55937850811262,8,6,economy,2.6,9.18,141.54,1.5
13.014539377895183,77.62308900794038,12.98788442631621,77.59488693782937,19,5,economy,4.31,14.98,184.59,1.5
13.009441485960632,77.54322199718479,12.988955653321721,77.55613004477726,18,5,economy,2.69,8.11,139.68,1.5
12.948449328228302,77.62235566689884,12.958762552169382,77.60701574761691,22,0,economy,2.05,3.95,78.4,1.0
12.989646759179532,77.63555067128968,12.999258036809254,77.6413406682076,6,6,economy,1.25,2.67,67.84,1.0
12.994115122589644,77.571623126727,12.969423369444389,77.58044149600063,12,1,economy,2.91,5.57,90.24,1.0
12.971338516377791,77.60966656202667,12.963714457826594,77.59302691232293,20,2,economy,2.03,5.75,122.7,1.5
12.927631992609507,77.63553512932661,12.935044344532121,77.6225394257182,9,1,economy,1.66,5.48,116.34,1.5
13.009293673936403,77.63236333328905,13.037397567406906,77.66175310242551,19,6,economy,4.51,15.06,187.83,1.5
12.944814732715848,77.54399185059792,12.962136630194912,77.56755992741887,14,0,economy,3.25,6.28,95.06,1.0
12.99739183583109,77.58712144686649,12.978425150483384,77.61189534871507,7,2,economy,3.46,7.1,98.8,1.0
12.92351178751395,77.58117709158012,12.895851483092905,77.58735796344071,4,5,economy,3.15,5.82,93.14,1.0
12.933835075869064,77.54222861263911,12.91691465353092,77.51746158875484,18,3,van,3.33,11.62,234.81,1.5
12.949502735048645,77.5950663832499,12.92338133422591,77.59619880106945,7,2,van,2.9,6.03,141.06,1.0
12.963626402952976,77.61432475799133,12.957871450263204,77.63854229475909,0,1,premium,2.76,5.0,117.6,1.0
12.95602683733917,77.62700013538071,12.97669354894876,77.63476166234713,4,5,van,2.45,5.21,134.92,1.0
12.923875929121925,77.5997078370899,12.923005820774256,77.58224168715371,20,1,economy,1.94,6.14,122.52,1.5
13.015270430612542,77.61354924806056,13.041000344598432,77.60148333805783,13,4,van,3.15,6.02,143.54,1.0
12.928509855838538,77.5981020071469,12.948069709967873,77.61914366485622,8,0,van,3.19,8.94,224.67,1.5
12.969732758369744,77.61932404462083,12.989753594484494,77.63367300079268,9,3,economy,2.73,6.71,136.08,1.5
12.996903176094483,77.57953080419934,12.995450749131896,77.6023700723774,18,1,economy,2.54,8.61,138.93,1.5
12.963535711935034,77.54834509642039,12.96435386600267,77.52966950256874,9,2,van,2.07,5.08,196.29,1.5
12.999247798471583,77.59222141788447,13.027027423492308,77.6118657469504,2,2,economy,3.78,7.67,103.14,1.0
12.960919745336486,77.58395817518175,12.931366855693021,77.5936664016768,10,1,economy,3.45,10.81,159.18,1.5
12.936634473004327,77.59666301228032,12.960128553156165,77.61498957759036,4,6,van,3.31,6.23,145.56,1.0
12.949757335203126,77.582830525622,12.936984950528,77.56670761752939,21,1,van,2.28,4.16,131.12,1.0
12.971927773563674,77.61325042951718,12.994492945914311,77.59996256450174,8,5,premium,2.91,9.41,191.88,1.5
12.994988068404524,77.61812874736658,13.000552079465697,77.62948961092465,2,0,economy,1.4,2.82,69.64,1.0
12.969311953318371,77.61521660362924,12.943377278282433,77.6320850186487,16,2,premium,3.43,6.63,127.56,1.0
12.964893442539884,77.56168306979038,12.99122578618139,77.53910205804875,1,1,premium,3.85,7.54,133.58,1.0
13.009403550404766,77.54824828717076,13.028340299593495,77.57170549635003,12,6,premium,3.35,6.17,125.84,1.0
12.983468645011548,77.55980719683168,12.961842097479963,77.57407248605314,9,4,economy,2.88,8.84,144.72,1.5
12.973342850175626,77.61139471806969,12.958026887189915,77.62358707533137,8,6,economy,2.17,6.94,128.37,1.5
12.945712434969838,77.56158792878502,12.92681329333758,77.5439325134981,7,1,premium,2.87,5.87,120.44,1.0
12.929763237294807,77.61606175115254,12.921168866972067,77.6005048011629,15,1,van,1.97,3.61,126.92,1.0
12.939473409167835,77.55536359541385,12.967168529794748,77.5663317762038,6,2,premium,3.31,6.24,125.58,1.0
12.923379652663494,77.55391160807423,12.919326435441455,77.56709713620907,0,5,economy,1.53,2.77,70.84,1.0
12.935977084094556,77.58883685585596,12.937649996948283,77.60485668446637,10,5,premium,1.79,4.79,161.22,1.5
12.938650802422828,77.58195123077982,12.946433039891387,77.60127936113943,20,4,van,2.31,6.5,204.15,1.5
12.9358243723334,77.59476263742404,12.919143605548525,77.61843166329295,20,5,economy,3.21,10.41,154.38,1.5
12.995887780949841,77.55125648301603,13.020551125450888,77.57601523048365,12,4,economy,3.88,7.75,104.3,1.0
13.003631363367573,77.59329409348136,12.977212801755552,77.62296960870026,14,2,premium,4.41,8.58,141.26,1.0
12.936178712329575,77.61069162489085,12.932593799612471,77.63359894923755,20,5,van,2.57,7.27,210.36,1.5
